Id,Address,ChannelType,User.UserId,User.UserAttributes.FirstName,User.UserAttributes.LastName,User.UserAttributes.Stage,User.UserAttributes.CLVTier,User.UserAttributes.PreferredChannel,User.UserAttributes.NextRecommendedOffer,User.UserAttributes.PlanType,Metrics.ChurnPrediction,Metrics.UpsellPrediction,Attributes.LastEngagement
example331,success+example331@simulator.amazonses.com,EMAIL,331,John331,Doe331,Upsell,Low,Email,ProductX,Standard,0.385615531,0.108208583,2020-03-05T12:04:39.914Z
example332,success+example332@simulator.amazonses.com,EMAIL,332,John332,Doe332,Usage,High,Email,ProductX,Premium,0.333038158,0.707758902,2020-03-05T12:04:39.914Z
example333,success+example333@simulator.amazonses.com,EMAIL,333,John333,Doe333,Upsell,High,Email,ProductX,Premium,0.931170491,0.371180395,2020-03-05T12:04:39.914Z
example334,success+example334@simulator.amazonses.com,EMAIL,334,John334,Doe334,Usage,Low,Email,ProductX,Standard,0.995100769,0.479456679,2020-03-05T12:04:39.914Z
example335,success+example335@simulator.amazonses.com,EMAIL,335,John335,Doe335,Usage,High,Email,ProductX,Standard,0.874816536,0.555600376,2020-03-05T12:04:39.914Z
example336,success+example336@simulator.amazonses.com,EMAIL,336,John336,Doe336,Renewal,High,Email,ProductX,Standard,0.219731652,0.644564171,2020-03-05T12:04:39.914Z
example337,success+example337@simulator.amazonses.com,EMAIL,337,John337,Doe337,Usage,Low,Email,ProductX,Standard,0.553159585,0.846006845,2020-03-05T12:04:39.914Z
example338,success+example338@simulator.amazonses.com,EMAIL,338,John338,Doe338,Upsell,Low,Email,ProductX,Standard,0.963011478,0.456838102,2020-03-05T12:04:39.914Z
example339,success+example339@simulator.amazonses.com,EMAIL,339,John339,Doe339,Renewal,Low,Email,ProductX,Premium,0.167863355,0.223767159,2020-03-05T12:04:39.914Z
example340,success+example340@simulator.amazonses.com,EMAIL,340,John340,Doe340,Upsell,Low,Email,ProductX,Premium,0.861288612,0.151770701,2020-03-05T12:04:39.914Z
example341,success+example341@simulator.amazonses.com,EMAIL,341,John341,Doe341,Renewal,High,Email,ProductX,Standard,0.71424399,0.196724289,2020-03-05T12:04:39.914Z
example342,success+example342@simulator.amazonses.com,EMAIL,342,John342,Doe342,Usage,Low,Email,ProductX,Standard,0.544051794,0.926023444,2020-03-05T12:04:39.914Z
example343,success+example343@simulator.amazonses.com,EMAIL,343,John343,Doe343,Upsell,High,Email,ProductX,Standard,0.060945286,0.551832467,2020-03-05T12:04:39.914Z
example344,success+example344@simulator.amazonses.com,EMAIL,344,John344,Doe344,Renewal,High,Email,ProductX,Premium,0.011004791,0.652495022,2020-03-05T12:04:39.914Z
example345,success+example345@simulator.amazonses.com,EMAIL,345,John345,Doe345,Renewal,High,Email,ProductX,Premium,0.019382357,0.866170161,2020-03-05T12:04:39.914Z
example346,success+example346@simulator.amazonses.com,EMAIL,346,John346,Doe346,Usage,High,Email,ProductX,Premium,0.429995389,0.87063182,2020-03-05T12:04:39.914Z
example347,success+example347@simulator.amazonses.com,EMAIL,347,John347,Doe347,Usage,High,Email,ProductX,Premium,0.230568446,0.83988242,2020-03-05T12:04:39.914Z
example348,success+example348@simulator.amazonses.com,EMAIL,348,John348,Doe348,Usage,High,Email,ProductX,Standard,0.361053656,0.313263542,2020-03-05T12:04:39.914Z
example349,success+example349@simulator.amazonses.com,EMAIL,349,John349,Doe349,Upsell,Low,Email,ProductX,Premium,0.744917912,0.755423387,2020-03-05T12:04:39.914Z
example350,success+example350@simulator.amazonses.com,EMAIL,350,John350,Doe350,Renewal,Low,Email,ProductX,Premium,0.56667455,0.900843164,2020-03-05T12:04:39.914Z
example351,success+example351@simulator.amazonses.com,EMAIL,351,John351,Doe351,Usage,High,Email,ProductX,Premium,0.872780638,0.499048185,2020-03-05T12:04:39.914Z
example352,success+example352@simulator.amazonses.com,EMAIL,352,John352,Doe352,Renewal,High,Email,ProductX,Premium,0.271952789,0.927264313,2020-03-05T12:04:39.914Z
example353,success+example353@simulator.amazonses.com,EMAIL,353,John353,Doe353,Upsell,High,Email,ProductX,Premium,0.057459323,0.356641421,2020-03-05T12:04:39.914Z
example354,success+example354@simulator.amazonses.com,EMAIL,354,John354,Doe354,Renewal,Low,Email,ProductX,Standard,0.204292078,0.679956633,2020-03-05T12:04:39.914Z
example355,success+example355@simulator.amazonses.com,EMAIL,355,John355,Doe355,Upsell,High,Email,ProductX,Standard,0.368142547,0.958845146,2020-03-05T12:04:39.914Z
example356,success+example356@simulator.amazonses.com,EMAIL,356,John356,Doe356,Upsell,Low,Email,ProductX,Premium,0.228287852,0.541062301,2020-03-05T12:04:39.914Z
example357,success+example357@simulator.amazonses.com,EMAIL,357,John357,Doe357,Usage,Low,Email,ProductX,Premium,0.825541333,0.392725053,2020-03-05T12:04:39.914Z
example358,success+example358@simulator.amazonses.com,EMAIL,358,John358,Doe358,Usage,Low,Email,ProductX,Premium,0.704824246,0.237659977,2020-03-05T12:04:39.914Z
example359,success+example359@simulator.amazonses.com,EMAIL,359,John359,Doe359,Renewal,High,Email,ProductX,Premium,0.914283784,0.824472426,2020-03-05T12:04:39.914Z
example360,success+example360@simulator.amazonses.com,EMAIL,360,John360,Doe360,Upsell,Low,Email,ProductX,Premium,0.38423069,0.932868763,2020-03-05T12:04:39.914Z
example361,success+example361@simulator.amazonses.com,EMAIL,361,John361,Doe361,Usage,Low,Email,ProductX,Premium,0.982084064,0.039545415,2020-03-05T12:04:39.914Z
example362,success+example362@simulator.amazonses.com,EMAIL,362,John362,Doe362,Usage,High,Email,ProductX,Premium,0.353305826,0.473029636,2020-03-05T12:04:39.914Z
example363,success+example363@simulator.amazonses.com,EMAIL,363,John363,Doe363,Renewal,High,Email,ProductX,Standard,0.995877939,0.053075106,2020-03-05T12:04:39.914Z
example364,success+example364@simulator.amazonses.com,EMAIL,364,John364,Doe364,Upsell,Low,Email,ProductX,Premium,0.093190449,0.038987459,2020-03-05T12:04:39.914Z
example365,success+example365@simulator.amazonses.com,EMAIL,365,John365,Doe365,Renewal,High,Email,ProductX,Premium,0.061344437,0.281035139,2020-03-05T12:04:39.914Z
example366,success+example366@simulator.amazonses.com,EMAIL,366,John366,Doe366,Renewal,High,Email,ProductX,Standard,0.078903527,0.199322311,2020-03-05T12:04:39.914Z
example367,success+example367@simulator.amazonses.com,EMAIL,367,John367,Doe367,Renewal,High,Email,ProductX,Premium,0.27049072,0.169649773,2020-03-05T12:04:39.914Z
example368,success+example368@simulator.amazonses.com,EMAIL,368,John368,Doe368,Upsell,High,Email,ProductX,Standard,0.857332179,0.622308777,2020-03-05T12:04:39.914Z
example369,success+example369@simulator.amazonses.com,EMAIL,369,John369,Doe369,Renewal,Low,Email,ProductX,Standard,0.066916957,0.72675276,2020-03-05T12:04:39.914Z
example370,success+example370@simulator.amazonses.com,EMAIL,370,John370,Doe370,Renewal,High,Email,ProductX,Standard,0.416500057,0.085257125,2020-03-05T12:04:39.914Z
example371,success+example371@simulator.amazonses.com,EMAIL,371,John371,Doe371,Renewal,Low,Email,ProductX,Premium,0.087910662,0.25179618,2020-03-05T12:04:39.914Z
example372,success+example372@simulator.amazonses.com,EMAIL,372,John372,Doe372,Renewal,Low,Email,ProductX,Standard,0.019454167,0.276500069,2020-03-05T12:04:39.914Z
example373,success+example373@simulator.amazonses.com,EMAIL,373,John373,Doe373,Usage,Low,Email,ProductX,Standard,0.097943133,0.683451351,2020-03-05T12:04:39.914Z
example374,success+example374@simulator.amazonses.com,EMAIL,374,John374,Doe374,Renewal,High,Email,ProductX,Standard,0.432267543,0.982094964,2020-03-05T12:04:39.914Z
example375,success+example375@simulator.amazonses.com,EMAIL,375,John375,Doe375,Usage,High,Email,ProductX,Premium,0.259409127,0.875310562,2020-03-05T12:04:39.914Z
example376,success+example376@simulator.amazonses.com,EMAIL,376,John376,Doe376,Upsell,Low,Email,ProductX,Standard,0.028345078,0.720439913,2020-03-05T12:04:39.914Z
example377,success+example377@simulator.amazonses.com,EMAIL,377,John377,Doe377,Renewal,Low,Email,ProductX,Premium,0.37329178,0.503156386,2020-03-05T12:04:39.914Z
example378,success+example378@simulator.amazonses.com,EMAIL,378,John378,Doe378,Usage,High,Email,ProductX,Premium,0.898264789,0.655077253,2020-03-05T12:04:39.914Z
example379,success+example379@simulator.amazonses.com,EMAIL,379,John379,Doe379,Usage,Low,Email,ProductX,Premium,0.700606911,0.596235611,2020-03-05T12:04:39.914Z
example380,success+example380@simulator.amazonses.com,EMAIL,380,John380,Doe380,Usage,Low,Email,ProductX,Standard,0.376231545,0.880386396,2020-03-05T12:04:39.914Z
example381,success+example381@simulator.amazonses.com,EMAIL,381,John381,Doe381,Renewal,High,Email,ProductX,Premium,0.298410719,0.634194914,2020-03-05T12:04:39.914Z
example382,success+example382@simulator.amazonses.com,EMAIL,382,John382,Doe382,Upsell,Low,Email,ProductX,Premium,0.058017831,0.039976773,2020-03-05T12:04:39.914Z
example383,success+example383@simulator.amazonses.com,EMAIL,383,John383,Doe383,Upsell,Low,Email,ProductX,Standard,0.021098699,0.076661699,2020-03-05T12:04:39.914Z
example384,success+example384@simulator.amazonses.com,EMAIL,384,John384,Doe384,Usage,High,Email,ProductX,Premium,0.885422311,0.075138592,2020-03-05T12:04:39.914Z
example385,success+example385@simulator.amazonses.com,EMAIL,385,John385,Doe385,Usage,High,Email,ProductX,Premium,0.135301107,0.427828989,2020-03-05T12:04:39.914Z
example386,success+example386@simulator.amazonses.com,EMAIL,386,John386,Doe386,Usage,High,Email,ProductX,Premium,0.727333176,0.326379604,2020-03-05T12:04:39.914Z
example387,success+example387@simulator.amazonses.com,EMAIL,387,John387,Doe387,Upsell,Low,Email,ProductX,Premium,0.404824755,0.545429263,2020-03-05T12:04:39.914Z
example388,success+example388@simulator.amazonses.com,EMAIL,388,John388,Doe388,Upsell,High,Email,ProductX,Standard,0.795747874,0.563110629,2020-03-05T12:04:39.914Z
example389,success+example389@simulator.amazonses.com,EMAIL,389,John389,Doe389,Usage,High,Email,ProductX,Premium,0.058261416,0.884574891,2020-03-05T12:04:39.914Z
example390,success+example390@simulator.amazonses.com,EMAIL,390,John390,Doe390,Usage,Low,Email,ProductX,Premium,0.710261319,0.431966403,2020-03-05T12:04:39.914Z
example391,success+example391@simulator.amazonses.com,EMAIL,391,John391,Doe391,Usage,Low,Email,ProductX,Standard,0.722003107,0.855611922,2020-03-05T12:04:39.914Z
example392,success+example392@simulator.amazonses.com,EMAIL,392,John392,Doe392,Renewal,Low,Email,ProductX,Standard,0.724406209,0.512205838,2020-03-05T12:04:39.914Z
example393,success+example393@simulator.amazonses.com,EMAIL,393,John393,Doe393,Renewal,Low,Email,ProductX,Standard,0.923444859,0.08658673,2020-03-05T12:04:39.914Z
example394,success+example394@simulator.amazonses.com,EMAIL,394,John394,Doe394,Upsell,High,Email,ProductX,Standard,0.223188268,0.881928484,2020-03-05T12:04:39.914Z
example395,success+example395@simulator.amazonses.com,EMAIL,395,John395,Doe395,Usage,High,Email,ProductX,Standard,0.065558804,0.149531611,2020-03-05T12:04:39.914Z
example396,success+example396@simulator.amazonses.com,EMAIL,396,John396,Doe396,Usage,Low,Email,ProductX,Premium,0.213562794,0.959520423,2020-03-05T12:04:39.914Z
example397,success+example397@simulator.amazonses.com,EMAIL,397,John397,Doe397,Renewal,Low,Email,ProductX,Premium,0.417169095,0.255100892,2020-03-05T12:04:39.914Z
example398,success+example398@simulator.amazonses.com,EMAIL,398,John398,Doe398,Renewal,High,Email,ProductX,Standard,0.494737957,0.782517501,2020-03-05T12:04:39.914Z
example399,success+example399@simulator.amazonses.com,EMAIL,399,John399,Doe399,Renewal,Low,Email,ProductX,Standard,0.198338216,0.96627655,2020-03-05T12:04:39.914Z
example400,success+example400@simulator.amazonses.com,EMAIL,400,John400,Doe400,Renewal,Low,Email,ProductX,Premium,0.78381504,0.756456619,2020-03-05T12:04:39.914Z
example401,success+example401@simulator.amazonses.com,EMAIL,401,John401,Doe401,Usage,Low,Email,ProductX,Premium,0.361656676,0.161730559,2020-03-05T12:04:39.914Z
example402,success+example402@simulator.amazonses.com,EMAIL,402,John402,Doe402,Renewal,Low,Email,ProductX,Standard,0.154250356,0.306289582,2020-03-05T12:04:39.914Z
example403,success+example403@simulator.amazonses.com,EMAIL,403,John403,Doe403,Usage,Low,Email,ProductX,Premium,0.346643562,0.260401944,2020-03-05T12:04:39.914Z
example404,success+example404@simulator.amazonses.com,EMAIL,404,John404,Doe404,Upsell,High,Email,ProductX,Standard,0.232061962,0.070613419,2020-03-05T12:04:39.914Z
example405,success+example405@simulator.amazonses.com,EMAIL,405,John405,Doe405,Upsell,High,Email,ProductX,Standard,0.817496603,0.755267164,2020-03-05T12:04:39.914Z
example406,success+example406@simulator.amazonses.com,EMAIL,406,John406,Doe406,Renewal,Low,Email,ProductX,Premium,0.058469795,0.220893178,2020-03-05T12:04:39.914Z
example407,success+example407@simulator.amazonses.com,EMAIL,407,John407,Doe407,Usage,High,Email,ProductX,Standard,0.159403292,0.794837222,2020-03-05T12:04:39.914Z
example408,success+example408@simulator.amazonses.com,EMAIL,408,John408,Doe408,Renewal,Low,Email,ProductX,Premium,0.514656768,0.767682783,2020-03-05T12:04:39.914Z
example409,success+example409@simulator.amazonses.com,EMAIL,409,John409,Doe409,Renewal,High,Email,ProductX,Standard,0.724218554,0.853581307,2020-03-05T12:04:39.914Z
example410,success+example410@simulator.amazonses.com,EMAIL,410,John410,Doe410,Usage,Low,Email,ProductX,Premium,0.295992697,0.908583665,2020-03-05T12:04:39.914Z
example411,success+example411@simulator.amazonses.com,EMAIL,411,John411,Doe411,Usage,High,Email,ProductX,Standard,0.829318211,0.838919523,2020-03-05T12:04:39.914Z
example412,success+example412@simulator.amazonses.com,EMAIL,412,John412,Doe412,Renewal,High,Email,ProductX,Standard,0.27335899,0.176334925,2020-03-05T12:04:39.914Z
example413,success+example413@simulator.amazonses.com,EMAIL,413,John413,Doe413,Upsell,Low,Email,ProductX,Premium,0.834811075,0.147930324,2020-03-05T12:04:39.914Z
example414,success+example414@simulator.amazonses.com,EMAIL,414,John414,Doe414,Usage,High,Email,ProductX,Premium,0.015410592,0.568419253,2020-03-05T12:04:39.914Z
example415,success+example415@simulator.amazonses.com,EMAIL,415,John415,Doe415,Upsell,Low,Email,ProductX,Standard,0.392545567,0.76846725,2020-03-05T12:04:39.914Z
example416,success+example416@simulator.amazonses.com,EMAIL,416,John416,Doe416,Usage,High,Email,ProductX,Standard,0.425565556,0.705244529,2020-03-05T12:04:39.914Z
example417,success+example417@simulator.amazonses.com,EMAIL,417,John417,Doe417,Renewal,Low,Email,ProductX,Premium,0.554917634,0.561398455,2020-03-05T12:04:39.914Z
example418,success+example418@simulator.amazonses.com,EMAIL,418,John418,Doe418,Usage,High,Email,ProductX,Premium,0.861302121,0.207126537,2020-03-05T12:04:39.914Z
example419,success+example419@simulator.amazonses.com,EMAIL,419,John419,Doe419,Usage,Low,Email,ProductX,Premium,0.784704149,0.236585783,2020-03-05T12:04:39.914Z
example420,success+example420@simulator.amazonses.com,EMAIL,420,John420,Doe420,Usage,High,Email,ProductX,Standard,1.4058E-05,0.148720124,2020-03-05T12:04:39.914Z
example421,success+example421@simulator.amazonses.com,EMAIL,421,John421,Doe421,Renewal,Low,Email,ProductX,Standard,0.619525496,0.977003069,2020-03-05T12:04:39.914Z
example422,success+example422@simulator.amazonses.com,EMAIL,422,John422,Doe422,Usage,Low,Email,ProductX,Standard,0.174391575,0.317226857,2020-03-05T12:04:39.914Z
example423,success+example423@simulator.amazonses.com,EMAIL,423,John423,Doe423,Upsell,High,Email,ProductX,Standard,0.859167628,0.697510856,2020-03-05T12:04:39.914Z
example424,success+example424@simulator.amazonses.com,EMAIL,424,John424,Doe424,Usage,Low,Email,ProductX,Premium,0.632713802,0.645769401,2020-03-05T12:04:39.914Z
example425,success+example425@simulator.amazonses.com,EMAIL,425,John425,Doe425,Usage,Low,Email,ProductX,Premium,0.589149851,0.185773035,2020-03-05T12:04:39.914Z
example426,success+example426@simulator.amazonses.com,EMAIL,426,John426,Doe426,Renewal,Low,Email,ProductX,Premium,0.646709433,0.613988424,2020-03-05T12:04:39.914Z
example427,success+example427@simulator.amazonses.com,EMAIL,427,John427,Doe427,Usage,Low,Email,ProductX,Standard,0.952373661,0.298058021,2020-03-05T12:04:39.914Z
example428,success+example428@simulator.amazonses.com,EMAIL,428,John428,Doe428,Upsell,Low,Email,ProductX,Standard,0.431808783,0.187790765,2020-03-05T12:04:39.914Z
example429,success+example429@simulator.amazonses.com,EMAIL,429,John429,Doe429,Usage,Low,Email,ProductX,Premium,0.628769767,0.224433252,2020-03-05T12:04:39.914Z
example430,success+example430@simulator.amazonses.com,EMAIL,430,John430,Doe430,Usage,High,Email,ProductX,Standard,0.277042577,0.531780793,2020-03-05T12:04:39.914Z
example431,success+example431@simulator.amazonses.com,EMAIL,431,John431,Doe431,Usage,High,Email,ProductX,Premium,0.114160982,0.972322054,2020-03-05T12:04:39.914Z
example432,success+example432@simulator.amazonses.com,EMAIL,432,John432,Doe432,Upsell,High,Email,ProductX,Premium,0.820534783,0.564361716,2020-03-05T12:04:39.914Z
example433,success+example433@simulator.amazonses.com,EMAIL,433,John433,Doe433,Usage,Low,Email,ProductX,Standard,0.401340544,0.452201648,2020-03-05T12:04:39.914Z
example434,success+example434@simulator.amazonses.com,EMAIL,434,John434,Doe434,Usage,High,Email,ProductX,Standard,0.960307908,0.269587955,2020-03-05T12:04:39.914Z
example435,success+example435@simulator.amazonses.com,EMAIL,435,John435,Doe435,Renewal,Low,Email,ProductX,Premium,0.562926217,0.102783415,2020-03-05T12:04:39.914Z
example436,success+example436@simulator.amazonses.com,EMAIL,436,John436,Doe436,Usage,High,Email,ProductX,Premium,0.031840806,0.214303624,2020-03-05T12:04:39.914Z
example437,success+example437@simulator.amazonses.com,EMAIL,437,John437,Doe437,Renewal,High,Email,ProductX,Premium,0.134219288,0.769884871,2020-03-05T12:04:39.914Z
example438,success+example438@simulator.amazonses.com,EMAIL,438,John438,Doe438,Renewal,Low,Email,ProductX,Premium,0.785643581,0.265761165,2020-03-05T12:04:39.914Z
example439,success+example439@simulator.amazonses.com,EMAIL,439,John439,Doe439,Usage,Low,Email,ProductX,Premium,0.771988426,0.312477098,2020-03-05T12:04:39.914Z
example440,success+example440@simulator.amazonses.com,EMAIL,440,John440,Doe440,Renewal,Low,Email,ProductX,Premium,0.993176465,0.582555621,2020-03-05T12:04:39.914Z
example441,success+example441@simulator.amazonses.com,EMAIL,441,John441,Doe441,Usage,Low,Email,ProductX,Standard,0.705702065,0.116758214,2020-03-05T12:04:39.914Z
example442,success+example442@simulator.amazonses.com,EMAIL,442,John442,Doe442,Upsell,Low,Email,ProductX,Standard,0.101633901,0.320804514,2020-03-05T12:04:39.914Z
example443,success+example443@simulator.amazonses.com,EMAIL,443,John443,Doe443,Renewal,High,Email,ProductX,Premium,0.67740115,0.84613224,2020-03-05T12:04:39.914Z
example444,success+example444@simulator.amazonses.com,EMAIL,444,John444,Doe444,Usage,High,Email,ProductX,Premium,0.834548439,0.958504194,2020-03-05T12:04:39.914Z
example445,success+example445@simulator.amazonses.com,EMAIL,445,John445,Doe445,Upsell,High,Email,ProductX,Standard,0.801056703,0.534027289,2020-03-05T12:04:39.914Z
example446,success+example446@simulator.amazonses.com,EMAIL,446,John446,Doe446,Upsell,High,Email,ProductX,Premium,0.261278021,0.802023809,2020-03-05T12:04:39.914Z
example447,success+example447@simulator.amazonses.com,EMAIL,447,John447,Doe447,Upsell,High,Email,ProductX,Premium,0.221721861,0.544444062,2020-03-05T12:04:39.914Z
example448,success+example448@simulator.amazonses.com,EMAIL,448,John448,Doe448,Renewal,High,Email,ProductX,Standard,0.799292218,0.705748339,2020-03-05T12:04:39.914Z
example449,success+example449@simulator.amazonses.com,EMAIL,449,John449,Doe449,Upsell,High,Email,ProductX,Standard,0.316444401,0.883620403,2020-03-05T12:04:39.914Z
example450,success+example450@simulator.amazonses.com,EMAIL,450,John450,Doe450,Usage,Low,Email,ProductX,Standard,0.912873811,0.766809808,2020-03-05T12:04:39.914Z
example451,success+example451@simulator.amazonses.com,EMAIL,451,John451,Doe451,Renewal,Low,Email,ProductX,Standard,0.144240174,0.339269061,2020-03-05T12:04:39.914Z
example452,success+example452@simulator.amazonses.com,EMAIL,452,John452,Doe452,Upsell,Low,Email,ProductX,Premium,0.995044966,0.466754306,2020-03-05T12:04:39.914Z
example453,success+example453@simulator.amazonses.com,EMAIL,453,John453,Doe453,Upsell,High,Email,ProductX,Premium,0.428569828,0.93854356,2020-03-05T12:04:39.914Z
example454,success+example454@simulator.amazonses.com,EMAIL,454,John454,Doe454,Renewal,Low,Email,ProductX,Premium,0.751367471,0.819313033,2020-03-05T12:04:39.914Z
example455,success+example455@simulator.amazonses.com,EMAIL,455,John455,Doe455,Usage,High,Email,ProductX,Premium,0.335088948,0.990243482,2020-03-05T12:04:39.914Z
example456,success+example456@simulator.amazonses.com,EMAIL,456,John456,Doe456,Usage,High,Email,ProductX,Standard,0.953857811,0.591868976,2020-03-05T12:04:39.914Z
example457,success+example457@simulator.amazonses.com,EMAIL,457,John457,Doe457,Upsell,High,Email,ProductX,Premium,0.872170587,0.228824822,2020-03-05T12:04:39.914Z
example458,success+example458@simulator.amazonses.com,EMAIL,458,John458,Doe458,Renewal,Low,Email,ProductX,Premium,0.992498006,0.68033128,2020-03-05T12:04:39.914Z
example459,success+example459@simulator.amazonses.com,EMAIL,459,John459,Doe459,Upsell,High,Email,ProductX,Premium,0.754220063,0.731381729,2020-03-05T12:04:39.914Z
example460,success+example460@simulator.amazonses.com,EMAIL,460,John460,Doe460,Upsell,Low,Email,ProductX,Standard,0.443963758,0.825449018,2020-03-05T12:04:39.914Z
example461,success+example461@simulator.amazonses.com,EMAIL,461,John461,Doe461,Upsell,High,Email,ProductX,Standard,0.584600816,0.950212101,2020-03-05T12:04:39.914Z
example462,success+example462@simulator.amazonses.com,EMAIL,462,John462,Doe462,Usage,Low,Email,ProductX,Premium,0.897044076,0.952748266,2020-03-05T12:04:39.914Z
example463,success+example463@simulator.amazonses.com,EMAIL,463,John463,Doe463,Renewal,High,Email,ProductX,Premium,0.142838551,0.824926556,2020-03-05T12:04:39.914Z
example464,success+example464@simulator.amazonses.com,EMAIL,464,John464,Doe464,Upsell,High,Email,ProductX,Premium,0.777984155,0.244605876,2020-03-05T12:04:39.914Z
example465,success+example465@simulator.amazonses.com,EMAIL,465,John465,Doe465,Usage,High,Email,ProductX,Premium,0.688744961,0.519867867,2020-03-05T12:04:39.914Z
example466,success+example466@simulator.amazonses.com,EMAIL,466,John466,Doe466,Renewal,Low,Email,ProductX,Premium,0.825470038,0.385534548,2020-03-05T12:04:39.914Z
example467,success+example467@simulator.amazonses.com,EMAIL,467,John467,Doe467,Usage,Low,Email,ProductX,Standard,0.921117262,0.353383318,2020-03-05T12:04:39.914Z
example468,success+example468@simulator.amazonses.com,EMAIL,468,John468,Doe468,Usage,Low,Email,ProductX,Premium,0.099169664,0.641516374,2020-03-05T12:04:39.914Z
example469,success+example469@simulator.amazonses.com,EMAIL,469,John469,Doe469,Renewal,High,Email,ProductX,Standard,0.320033514,0.44332419,2020-03-05T12:04:39.914Z
example470,success+example470@simulator.amazonses.com,EMAIL,470,John470,Doe470,Renewal,Low,Email,ProductX,Standard,0.553464091,0.039248487,2020-03-05T12:04:39.914Z
example471,success+example471@simulator.amazonses.com,EMAIL,471,John471,Doe471,Usage,Low,Email,ProductX,Premium,0.839985905,0.214776919,2020-03-05T12:04:39.914Z
example472,success+example472@simulator.amazonses.com,EMAIL,472,John472,Doe472,Renewal,Low,Email,ProductX,Standard,0.950082296,0.982199208,2020-03-05T12:04:39.914Z
example473,success+example473@simulator.amazonses.com,EMAIL,473,John473,Doe473,Renewal,High,Email,ProductX,Standard,0.842478803,0.659448315,2020-03-05T12:04:39.914Z
example474,success+example474@simulator.amazonses.com,EMAIL,474,John474,Doe474,Upsell,Low,Email,ProductX,Standard,0.965697512,0.939868466,2020-03-05T12:04:39.914Z
example475,success+example475@simulator.amazonses.com,EMAIL,475,John475,Doe475,Usage,High,Email,ProductX,Standard,0.78046196,0.71770124,2020-03-05T12:04:39.914Z
example476,success+example476@simulator.amazonses.com,EMAIL,476,John476,Doe476,Renewal,Low,Email,ProductX,Standard,0.337918225,0.951897118,2020-03-05T12:04:39.914Z
example477,success+example477@simulator.amazonses.com,EMAIL,477,John477,Doe477,Usage,High,Email,ProductX,Premium,0.368954811,0.413311768,2020-03-05T12:04:39.914Z
example478,success+example478@simulator.amazonses.com,EMAIL,478,John478,Doe478,Upsell,High,Email,ProductX,Standard,0.05118583,0.744886129,2020-03-05T12:04:39.914Z
example479,success+example479@simulator.amazonses.com,EMAIL,479,John479,Doe479,Renewal,Low,Email,ProductX,Standard,0.82683785,0.799624976,2020-03-05T12:04:39.914Z
example480,success+example480@simulator.amazonses.com,EMAIL,480,John480,Doe480,Renewal,Low,Email,ProductX,Premium,0.385977334,0.761155371,2020-03-05T12:04:39.914Z
example481,success+example481@simulator.amazonses.com,EMAIL,481,John481,Doe481,Upsell,Low,Email,ProductX,Standard,0.662412595,0.684642115,2020-03-05T12:04:39.914Z
example482,success+example482@simulator.amazonses.com,EMAIL,482,John482,Doe482,Renewal,High,Email,ProductX,Premium,0.468991989,0.728928408,2020-03-05T12:04:39.914Z
example483,success+example483@simulator.amazonses.com,EMAIL,483,John483,Doe483,Usage,High,Email,ProductX,Standard,0.864826743,0.814897446,2020-03-05T12:04:39.914Z
example484,success+example484@simulator.amazonses.com,EMAIL,484,John484,Doe484,Renewal,Low,Email,ProductX,Premium,0.373000835,0.100875762,2020-03-05T12:04:39.914Z
example485,success+example485@simulator.amazonses.com,EMAIL,485,John485,Doe485,Upsell,High,Email,ProductX,Standard,0.940084662,0.797495151,2020-03-05T12:04:39.914Z
example486,success+example486@simulator.amazonses.com,EMAIL,486,John486,Doe486,Usage,High,Email,ProductX,Standard,0.178537228,0.299894141,2020-03-05T12:04:39.914Z
example487,success+example487@simulator.amazonses.com,EMAIL,487,John487,Doe487,Renewal,Low,Email,ProductX,Standard,0.77106569,0.701604058,2020-03-05T12:04:39.914Z
example488,success+example488@simulator.amazonses.com,EMAIL,488,John488,Doe488,Usage,Low,Email,ProductX,Standard,0.827960267,0.340549565,2020-03-05T12:04:39.914Z
example489,success+example489@simulator.amazonses.com,EMAIL,489,John489,Doe489,Upsell,Low,Email,ProductX,Premium,0.938476738,0.56055192,2020-03-05T12:04:39.914Z
example490,success+example490@simulator.amazonses.com,EMAIL,490,John490,Doe490,Usage,High,Email,ProductX,Premium,0.513045623,0.070333479,2020-03-05T12:04:39.914Z
example491,success+example491@simulator.amazonses.com,EMAIL,491,John491,Doe491,Usage,High,Email,ProductX,Premium,0.524162412,0.185053397,2020-03-05T12:04:39.914Z
example492,success+example492@simulator.amazonses.com,EMAIL,492,John492,Doe492,Upsell,High,Email,ProductX,Standard,0.17838036,0.751999755,2020-03-05T12:04:39.914Z
example493,success+example493@simulator.amazonses.com,EMAIL,493,John493,Doe493,Usage,High,Email,ProductX,Premium,0.821754165,0.777732235,2020-03-05T12:04:39.914Z
example494,success+example494@simulator.amazonses.com,EMAIL,494,John494,Doe494,Upsell,High,Email,ProductX,Standard,0.275866099,0.143944617,2020-03-05T12:04:39.914Z
example495,success+example495@simulator.amazonses.com,EMAIL,495,John495,Doe495,Upsell,Low,Email,ProductX,Standard,0.051592448,0.994905627,2020-03-05T12:04:39.914Z
example496,success+example496@simulator.amazonses.com,EMAIL,496,John496,Doe496,Usage,High,Email,ProductX,Premium,0.670697129,0.545211177,2020-03-05T12:04:39.914Z
